person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,person_gender_female,person_gender_male,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_No,previous_loan_defaults_on_file_Yes,loan_status
24,49973.0,2,10000.0,9.17,0.2,5,699.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
25,114506.0,0,14000.0,9.4,0.12,3,678.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
37,150364.0,13,25000.0,12.78,0.17,13,673.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
29,50376.0,5,9776.0,9.95,0.19,9,675.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
35,56240.0,15,5961.0,9.2,0.11,14,702.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
24,61072.0,0,13000.0,11.85,0.21,3,655.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
22,43113.0,0,5000.0,11.42,0.12,3,667.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
48,73297.0,26,10000.0,13.03,0.14,12,671.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23,29661.0,0,5000.0,6.7,0.17,4,593.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
30,205119.0,3,35000.0,13.03,0.17,8,639.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
23,34987.0,0,8000.0,11.24,0.23,4,574.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
26,157135.0,2,3000.0,5.65,0.02,3,643.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
27,77742.0,0,13000.0,13.24,0.17,10,603.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
26,150791.0,7,30000.0,10.32,0.2,9,585.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
26,67116.0,2,10202.0,8.89,0.15,3,659.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
30,48514.0,9,6000.0,7.75,0.12,5,591.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
27,162827.0,3,4963.0,11.4,0.03,5,514.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
26,91228.0,3,10000.0,7.18,0.11,4,655.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
23,51451.0,0,12000.0,15.2,0.23,3,470.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
46,48944.0,24,8041.0,11.96,0.16,12,651.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
30,29894.0,5,5000.0,9.68,0.17,10,695.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,54991.0,1,10000.0,7.51,0.18,2,704.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,55556.0,0,9492.0,10.34,0.17,2,650.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
30,78849.0,4,12800.0,12.66,0.16,9,692.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
36,64449.0,13,7000.0,9.64,0.11,11,625.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
26,68111.0,6,8130.0,12.63,0.12,4,634.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
38,164505.0,13,8000.0,6.99,0.05,13,540.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
27,75414.0,5,15000.0,12.05,0.2,7,664.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
47,75385.0,25,14027.0,12.74,0.19,12,626.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24,73182.0,0,5500.0,7.95,0.08,3,614.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
24,75473.0,4,6000.0,12.72,0.08,3,647.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
29,48344.0,3,5000.0,7.74,0.1,7,610.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
33,73645.0,12,8622.0,8.97,0.12,10,535.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
28,55210.0,6,10000.0,10.04,0.18,6,590.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
31,65406.0,10,3537.0,7.89,0.05,6,683.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
25,54938.0,2,5000.0,10.78,0.09,4,635.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
33,46281.0,9,14038.0,14.3,0.3,6,671.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
34,49375.0,11,4800.0,11.23,0.1,13,632.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
26,37469.0,1,5172.0,7.16,0.14,6,658.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,96146.0,1,17818.0,6.75,0.19,2,599.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
30,138975.0,5,8000.0,8.61,0.06,6,653.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24,163109.0,4,15000.0,15.55,0.09,2,660.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
23,91047.0,2,10000.0,12.97,0.11,4,666.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
25,105557.0,3,7500.0,11.79,0.07,6,667.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
30,63404.0,5,14057.0,11.59,0.22,7,563.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25,62325.0,6,14991.0,11.08,0.24,4,682.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23,35672.0,3,2000.0,9.7,0.06,3,609.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
27,87550.0,3,7000.0,10.16,0.08,4,670.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
23,156596.0,1,30000.0,9.92,0.19,4,532.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
29,66898.0,5,14000.0,11.48,0.21,7,601.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
35,66836.0,13,6000.0,11.99,0.09,11,693.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
32,81348.0,7,6437.0,11.0,0.08,6,641.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
27,47823.0,5,8000.0,7.18,0.17,3,626.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22,22472.0,0,2500.0,8.95,0.11,3,666.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
27,150854.0,6,15628.0,9.18,0.1,4,633.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
25,49328.0,4,5000.0,12.43,0.1,3,596.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
26,66598.0,3,12500.0,9.4,0.19,2,673.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
31,80505.0,11,2546.0,11.35,0.03,10,562.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,53727.0,0,3000.0,10.54,0.06,3,625.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
25,84943.0,5,8000.0,15.55,0.09,3,627.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
26,64711.0,2,8000.0,12.0,0.12,3,665.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
23,43816.0,0,6000.0,9.83,0.14,3,659.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
25,121042.0,4,20000.0,13.06,0.17,3,657.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
28,79364.0,4,3613.0,8.26,0.05,6,595.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
22,33782.0,0,2589.0,13.26,0.08,3,625.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
31,120939.0,8,4446.0,10.96,0.04,5,558.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
25,91000.0,1,5400.0,13.31,0.06,3,596.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
28,108886.0,6,12000.0,7.5,0.11,6,661.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
27,117472.0,4,1500.0,10.52,0.01,10,693.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
25,45422.0,0,5983.0,8.2,0.13,3,653.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
26,63214.0,2,6533.0,8.14,0.1,4,618.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
25,40366.0,0,8000.0,10.05,0.2,3,524.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
27,199470.0,5,5317.0,5.42,0.03,6,626.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
24,109137.0,2,15000.0,16.26,0.14,4,624.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
25,34572.0,0,3221.0,11.38,0.09,5,631.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
26,104461.0,1,20000.0,9.93,0.19,4,584.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
29,98345.0,8,12000.0,9.5,0.12,7,630.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
21,18181.0,0,2000.0,7.03,0.11,3,691.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
31,51302.0,8,2000.0,6.96,0.04,7,566.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
26,39909.0,5,3250.0,6.99,0.08,4,623.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
35,70418.0,15,9000.0,11.0,0.13,10,647.0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
32,145315.0,9,5614.0,10.39,0.04,8,551.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
26,51377.0,7,15045.0,12.25,0.29,3,593.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
33,162654.0,8,20000.0,13.98,0.12,8,585.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
25,36931.0,0,7000.0,10.14,0.19,4,677.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
31,360803.035,8,10500.0,15.7,0.02,8,623.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
26,121108.0,0,10000.0,12.44,0.08,7,650.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
28,63427.0,1,14000.0,8.97,0.22,6,615.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
26,112868.0,4,6203.0,14.09,0.05,3,688.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
22,31015.0,0,4000.0,8.82,0.13,4,657.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
26,52063.0,5,10000.0,7.31,0.19,3,644.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
26,39198.0,5,6000.0,8.97,0.15,5,552.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
24,34701.0,4,5000.0,11.27,0.14,5,584.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
29,70268.0,5,17287.0,10.79,0.25,6,658.0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
26,100510.0,0,20000.0,11.04,0.2,6,650.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
25,70489.0,1,9000.0,7.88,0.13,5,566.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
25,78954.0,0,12000.0,12.22,0.15,4,524.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
23,102571.0,2,10000.0,8.05,0.1,3,569.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
27,108247.0,2,4941.0,12.51,0.05,6,670.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
25,157290.0,1,18480.0,11.04,0.12,3,603.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
28,113750.0,3,9854.0,13.8,0.09,5,612.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
30,58801.0,5,7773.0,9.04,0.13,7,504.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
24,64338.0,0,12000.0,11.74,0.19,3,699.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
28,32186.0,7,2500.0,12.75,0.08,7,667.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
27,72959.0,1,12687.0,11.45,0.17,8,668.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
36,105425.0,8,24467.0,11.61,0.23,10,672.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
33,144927.0,11,20000.0,7.97,0.14,7,544.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
27,113110.0,3,12000.0,8.29,0.11,7,555.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
22,54957.0,3,4000.0,7.9,0.07,3,625.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
24,63376.0,5,6000.0,13.58,0.09,4,674.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
28,43937.0,6,1000.0,10.28,0.02,7,654.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
39,72918.0,19,5000.0,14.3,0.07,11,670.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
26,52810.0,0,9182.0,10.48,0.17,5,636.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
33,36625.0,9,4200.0,7.97,0.11,8,669.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
28,75517.0,4,7000.0,9.12,0.09,6,621.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
28,51230.0,4,3000.0,12.31,0.06,4,655.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25,32456.0,5,5258.0,9.56,0.16,3,629.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,44320.0,0,6000.0,8.9,0.14,3,648.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
26,280570.0,2,23915.0,13.53,0.09,3,582.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
25,40781.0,2,5000.0,11.67,0.12,4,642.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
28,168633.0,4,10000.0,11.96,0.06,6,603.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
25,51320.0,0,7000.0,8.59,0.14,4,684.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
29,77092.0,5,5000.0,11.94,0.06,9,570.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
24,38584.0,5,1279.0,9.47,0.03,2,711.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
33,144768.0,14,8947.0,9.67,0.06,7,637.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
34,82452.0,10,5000.0,13.49,0.06,9,648.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
23,73430.0,2,7000.0,11.13,0.1,4,597.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
30,67244.0,7,5000.0,8.0,0.07,6,609.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
23,57632.0,0,15000.0,8.61,0.26,3,615.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
27,104463.0,7,6000.0,6.54,0.06,9,624.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
30,56185.0,4,6000.0,10.53,0.11,7,675.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
31,30609.0,7,6623.0,13.17,0.22,6,648.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
28,204997.0,2,20000.0,10.75,0.1,8,689.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
24,54750.0,0,1500.0,7.5,0.03,4,606.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
25,48783.0,3,8044.0,9.46,0.16,4,607.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
33,49951.0,13,7200.0,11.24,0.14,8,627.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,60860.0,0,8000.0,15.39,0.13,3,612.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
26,50890.0,1,6442.0,7.7,0.13,5,661.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
34,29660.0,8,1500.0,8.98,0.05,13,649.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
26,88457.0,2,19072.0,10.78,0.22,4,651.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
24,102717.0,0,7000.0,10.82,0.07,4,608.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
29,144911.0,3,10111.0,5.49,0.07,7,677.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
26,92664.0,1,10000.0,10.71,0.11,3,596.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
22,51300.0,0,7000.0,14.59,0.14,4,624.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
27,100027.0,2,5000.0,8.57,0.05,7,657.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
32,74625.0,12,15000.0,7.12,0.2,10,641.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
33,49382.0,7,16208.0,7.07,0.33,9,591.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
25,46952.0,6,15156.0,14.22,0.32,3,623.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
29,120934.0,10,20016.0,14.74,0.17,10,675.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
23,66996.0,0,7200.0,8.47,0.11,3,614.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
37,84852.0,16,15000.0,14.98,0.18,15,647.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
32,97075.0,11,24000.0,9.91,0.25,7,702.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
29,55424.0,0,15006.0,15.94,0.27,9,515.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
29,51335.0,8,2000.0,11.89,0.04,7,613.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25,121026.0,2,12000.0,10.16,0.1,3,501.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
26,79087.0,3,7200.0,11.65,0.09,6,566.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
31,68785.0,11,7500.0,11.48,0.11,9,592.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
33,54540.0,11,9600.0,8.5,0.18,5,636.0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,102728.0,0,8000.0,12.98,0.08,4,502.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
27,92458.0,4,12000.0,8.51,0.13,4,576.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
27,84740.0,3,20000.0,13.34,0.24,5,701.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
27,41914.0,6,3394.0,10.72,0.08,7,587.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
24,55964.0,0,10000.0,8.16,0.18,3,612.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
25,64813.0,1,8000.0,6.35,0.12,3,626.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
22,84080.0,0,6000.0,13.23,0.07,3,561.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
28,96921.0,6,3000.0,5.91,0.03,4,653.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
28,144630.0,4,20000.0,11.32,0.14,8,687.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
26,40770.0,3,4801.0,12.69,0.12,4,689.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
33,82715.0,12,3483.0,12.08,0.04,10,659.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24,109121.0,3,9500.0,11.46,0.09,4,651.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
23,55381.0,2,9000.0,9.79,0.16,3,592.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
25,60997.0,2,8000.0,18.52,0.13,3,680.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,96844.0,0,10000.0,7.65,0.1,4,590.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
25,85186.0,0,7200.0,8.18,0.08,4,569.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22,30887.0,0,7000.0,12.26,0.23,3,693.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
26,187107.0,5,18000.0,7.02,0.1,4,674.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
37,66848.0,14,10000.0,12.37,0.15,12,643.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
27,63154.0,5,3500.0,8.14,0.06,4,641.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
22,48787.0,0,4776.0,8.18,0.1,3,586.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
40,109983.0,20,7920.0,9.23,0.07,12,542.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
33,126816.0,11,12000.0,7.25,0.09,7,644.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
33,47081.0,12,10464.0,11.81,0.22,9,674.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
26,102924.0,4,16000.0,13.28,0.16,4,606.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
38,58458.0,13,3000.0,5.51,0.05,10,544.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
31,126727.0,9,24000.0,10.27,0.19,7,644.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
24,62285.0,2,8000.0,10.83,0.13,3,724.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
29,53140.0,8,4041.0,12.85,0.08,8,565.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
44,46997.0,19,1000.0,14.07,0.02,12,659.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,66771.0,3,4500.0,7.56,0.07,5,604.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
26,88410.0,6,16087.0,9.16,0.18,5,654.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
29,265854.0,4,8423.0,11.52,0.03,4,662.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
24,38368.0,2,8000.0,6.78,0.21,4,658.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
29,77574.0,4,12930.0,12.18,0.17,8,723.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
26,124953.0,7,6000.0,11.01,0.05,6,625.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
25,73031.0,1,5000.0,8.89,0.07,3,659.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
39,126971.0,20,20000.0,13.58,0.16,12,653.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
24,54988.0,2,4000.0,13.62,0.07,4,681.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
24,63281.0,3,8000.0,12.43,0.13,4,704.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
32,163262.0,9,15000.0,12.99,0.09,10,660.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
24,115031.0,2,6000.0,7.92,0.05,3,620.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
25,52785.0,0,8000.0,8.63,0.15,4,683.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
